Name,Genres,Episodes,Score,Cluster
Innocent: Shoujo Memoria,Hentai,1.0,5.87,4
Mushi no Tameiki,UNKNOWN,1.0,5.35,4
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man - Tachikoma na Hibi,"Comedy, Sci-Fi",1.0,6.69,4
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma na Hibi,"Comedy, Sci-Fi",1.0,6.76,4
Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi - Interval,"Comedy, Sci-Fi",3.0,6.36,4
Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D - Tachikoma na Hibi,"Comedy, Sci-Fi",3.0,6.58,4
Toei Robot Girls,Sci-Fi,1.0,5.2,4
High Score,"Comedy, Slice of Life",8.0,5.53,4
Heavy,"Action, Drama, Sports",1.0,5.75,4
Kagaku Bouken-tai Tansar 5,"Adventure, Mystery, Sci-Fi, Supernatural",34.0,6.13,4
Circuit no Ookami II: Modena no Ken,UNKNOWN,1.0,5.29,4
48x61,"Comedy, Sports",1.0,5.16,4
Zettai Zetsumei Dangerous Jiisan (2004),Comedy,51.0,5.76,4
Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,"Sci-Fi, Sports",1.0,7.41,4
Toshokan Sensou: Kakumei no Tsubasa,"Action, Comedy, Romance",1.0,7.74,4
Holy Knight,"Fantasy, Ecchi",2.0,5.93,4
Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,"Adventure, Comedy, Fantasy",1.0,6.83,4
Inu x Boku SS,"Comedy, Romance, Supernatural",12.0,7.39,4
Battle Spirits: Heroes,Sci-Fi,50.0,6.09,4
Pokemon 3D Adventure: Mew wo Sagase!,"Adventure, Comedy, Fantasy",1.0,6.98,4
Muv-Luv Alternative: Total Eclipse,"Action, Sci-Fi",24.0,7.09,4
Vampire,"Supernatural, Hentai",2.0,6.54,4
"Natsu-iro Egao de 1, 2, Jump!",UNKNOWN,1.0,7.24,4
Install Pilot,"Action, Sci-Fi",1.0,5.51,4
Shin Maple Town Monogatari: Palm Town-hen - Konnichiwa! Atarashii Machi,"Fantasy, Slice of Life",1.0,6.18,4
Doraemon Movie 32: Nobita to Kiseki no Shima - Animal Adventure,"Adventure, Comedy, Fantasy",1.0,7.21,4
Hunter x Hunter (2011),"Action, Adventure, Fantasy",148.0,9.04,4
Shoukoujo The Animation,Hentai,2.0,6.72,4
Oppai Heart: Kanojo wa Kedamono Hatsujouki!?,Hentai,2.0,6.73,4
Pokemon: Pikachu no Fushigi na Fushigi na Daibouken,"Adventure, Comedy, Fantasy",1.0,6.28,4
Pokemon Introductory Recap,Fantasy,1.0,6.43,4
Hellsing: The Dawn,"Action, Horror, Supernatural",3.0,7.13,4
Kill Me Baby,Comedy,13.0,6.85,4
Nurarihyon no Mago: Sennen Makyou Recaps,"Action, Supernatural",2.0,6.68,4
Awake,"Action, Sci-Fi",2.0,5.04,4
Ziggy: Soreyuke! R&R Band,"Adventure, Mystery",1.0,5.4,4
Tiger & Bunny Pilot,"Action, Comedy",1.0,6.15,4
Honoo no Alpenrose,"Drama, Romance",2.0,5.99,4
Busou Shinki Moon Angel,"Action, Sci-Fi",10.0,6.53,4
Another,"Horror, Mystery, Supernatural",12.0,7.48,3
Usagi Drop Specials,Slice of Life,4.0,7.94,3
Sekaiichi Hatsukoi 2,"Boys Love, Romance",12.0,7.85,3
Hybrid Child,"Boys Love, Drama, Romance, Sci-Fi",4.0,7.53,4
Blue Seagull,"Action, Hentai",1.0,3.98,4
Hoshizora e Kakaru Hashi: Kakaru ka? Gakuensai ni Koi no Hashi,"Comedy, Romance, Ecchi",1.0,6.82,1
Cross Fight B-Daman,UNKNOWN,52.0,6.53,4
Papa no Iukoto wo Kikinasai!,"Comedy, Romance",12.0,7.26,4
Kowaku no Toki,Hentai,4.0,5.88,4
Pair,UNKNOWN,1.0,5.37,4
Maken-Ki! OVA,"Action, Ecchi",2.0,6.59,4
Machikado no Märchen,Romance,1.0,5.95,4
Rinne no Lagrange,"Action, Comedy, Sci-Fi",12.0,6.9,4
Amagami SS+ Plus,Romance,13.0,7.39,4
Hidamari Sketch x SP,"Comedy, Slice of Life",2.0,7.77,4
Hidamari Sketch x Honeycomb,Comedy,12.0,7.93,4
Brave 10,"Action, Adventure",12.0,6.75,4
Ikkitousen: Shuugaku Toushi Keppuuroku,"Action, Ecchi",1.0,6.57,4
Ao no Exorcist: Kuro no Iede,Fantasy,1.0,7.28,4
Ganso Tensai Bakabon,"Comedy, Slice of Life",103.0,6.37,4
Maken Liner 0011 Henshin Seyo!,"Action, Sci-Fi",1.0,5.24,4
Akadou Suzunosuke,Adventure,52.0,6.28,4
Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,"Action, Comedy",1.0,6.47,4
Black★Rock Shooter (TV),"Action, Drama",8.0,6.8,4
Kero 0: Shuppatsu da yo! Zenin Shuugou!,"Action, Adventure, Comedy, Sci-Fi",1.0,6.76,4
Ginga Patrol PJ,"Drama, Sci-Fi",26.0,6.62,4
Kimi no Iru Machi: Tasogare Kousaten,"Drama, Romance",2.0,7.19,4
Zero no Tsukaima F,"Adventure, Fantasy, Romance, Ecchi",12.0,7.44,4
Nee Summer!,Hentai,2.0,7.11,4
A-Channel+smile,Comedy,2.0,7.09,4
Tantei Opera Milky Holmes Dai 2 Maku,"Comedy, Mystery",12.0,7.19,4
Soredemo Tsuma wo Aishiteru,Hentai,3.0,6.44,4
"Kono Danshi, Uchuujin to Tatakaemasu.","Action, Boys Love, Fantasy, Supernatural",1.0,6.76,4
Micro Teukgongdae Diatron 5,Sci-Fi,1.0,4.43,4
Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,"Action, Comedy, Fantasy, Sci-Fi",1.0,7.52,4
Shin Tennis no Ouji-sama,Sports,13.0,7.54,3
.hack//The Movie: Sekai no Mukou ni,"Action, Adventure, Fantasy, Mystery, Sci-Fi",1.0,7.06,4
Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,"Action, Adventure, Comedy, Fantasy",25.0,6.41,4
Happy Kappy Recap,"Comedy, Fantasy",1.0,5.41,4
Hell Target,"Horror, Sci-Fi",1.0,4.53,4
Ano Natsu de Matteru,"Drama, Romance, Sci-Fi",12.0,7.42,4
Rurouni Kenshin: Meiji Kenkaku Romantan - Shin Kyoto-hen,"Action, Drama",2.0,7.11,4
UFO Princess Valkyrie: Recap,"Comedy, Romance, Sci-Fi",1.0,6.1,4
Yuureisen,Supernatural,1.0,5.53,4
Chibi☆Devi!,"Fantasy, Supernatural",75.0,6.85,4
Tsuma no Haha Sayuri,Hentai,2.0,6.5,4
TSF Monogatari,Hentai,2.0,6.59,4
BaBuKa: Gokudou no Tsuma,Hentai,2.0,5.72,4
Dororo Pilot,Action,1.0,5.73,4
Redline Pilot,UNKNOWN,1.0,6.69,4
Sekiranun Graffiti,UNKNOWN,1.0,6.93,4
Recorder to Randoseru Do♪,"Comedy, Slice of Life",13.0,6.64,4
Sankarea,"Comedy, Horror, Romance, Supernatural, Ecchi",12.0,7.28,4
Kiss Dum: Omokage,Sci-Fi,1.0,5.92,4
Kami nomi zo Shiru Sekai: Nonstop!! Hunters,UNKNOWN,1.0,6.54,4
Bouei Honou / Evidence,UNKNOWN,2.0,5.52,4
Hello Kitty: Ringo no Mori no Fantasy,"Comedy, Fantasy",13.0,5.81,4
Shiofuki Mermaid,Hentai,1.0,6.24,4
Un-Go: Inga-ron,"Mystery, Supernatural",1.0,7.54,4
Momotarou Densetsu,"Adventure, Comedy",51.0,6.44,4
Yamatarou Kaeru,UNKNOWN,1.0,5.95,4
Hate You,Action,1.0,5.93,4
Sengoku☆Paradise Kiwami,"Action, Comedy, Drama, Romance",26.0,5.95,4
Toradora!: Bentou no Gokui,"Comedy, Gourmet",1.0,7.43,4
Sougen no Ko Tenguri,"Adventure, Drama",1.0,5.98,4
Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,Fantasy,1.0,6.87,4
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,"Drama, Sci-Fi",1.0,8.45,4
Jubilee,Avant Garde,1.0,5.08,4
Kami nomi zo Shiru Sekai: Natsu-iro Surprise,UNKNOWN,1.0,6.52,4
Perman (1983),Comedy,526.0,6.57,4
Nisemonogatari,"Comedy, Mystery, Supernatural, Ecchi",11.0,8.14,3
Morita-san wa Mukuchi. 2,"Comedy, Slice of Life",13.0,6.64,4
High School DxD,"Comedy, Romance, Ecchi",12.0,7.34,1
Blood Lad,"Action, Comedy, Fantasy",10.0,7.26,4
Sacred Seven: Shirogane no Tsubasa,"Action, Sci-Fi",1.0,6.62,4
Pink Mizu Dorobou Ame Dorobou,"Action, Comedy, Fantasy",1.0,5.53,4
Robo to Shoujo (Kari),"Action, Comedy, Sci-Fi",9.0,5.35,4
Hakuouki OVA,"Action, Drama, Supernatural",2.0,7.4,4
Natsume Yuujinchou Shi,"Drama, Slice of Life, Supernatural",13.0,8.64,3
Chainsaw Maid,"Comedy, Horror, Supernatural",1.0,5.11,4
Takarajima Memorial: Yuunagi to Yobareta Otoko,"Adventure, Drama, Mystery, Supernatural",1.0,6.44,4
Pussycat,"Fantasy, Horror",1.0,4.19,4
CCW: Crazy Clay Wrestling,Sports,1.0,3.62,3
Bloody Date,Horror,1.0,4.21,4
Match Uri no Shoujo,Drama,1.0,5.72,4
Ultraman Graffiti,"Action, Comedy",6.0,5.44,4
Area no Kishi,"Comedy, Sports",37.0,7.17,4
Yurumates wa?,"Comedy, Slice of Life",1.0,6.21,4
Another: The Other - Inga,"Horror, Mystery, Suspense",1.0,7.27,4
Code:Breaker,"Action, Comedy, Supernatural",13.0,6.72,3
Dragon Age: Blood Mage no Seisen,"Action, Fantasy",1.0,6.07,4
Kamisama Dolls Specials,Comedy,6.0,5.9,4
Hoshi no Kirby: Pilot,"Adventure, Comedy, Fantasy",1.0,5.59,4
Space Neko Theater,Comedy,1.0,5.23,4
Coluboccoro,"Fantasy, Sci-Fi",1.0,5.52,4
Ao no Exorcist Movie,"Action, Fantasy",1.0,7.58,4
Kimi to Boku. 2,"Comedy, Drama, Romance, Slice of Life",13.0,7.93,4
Fate/Zero 2nd Season,"Action, Fantasy, Supernatural",12.0,8.55,4
Toaru Majutsu no Index Movie: Endymion no Kiseki,"Action, Fantasy, Sci-Fi",1.0,7.43,4
Aku no Onna Kanbu,Hentai,2.0,6.62,4
Kiriya Hakushaku Ke no Roku Shimai,Hentai,2.0,6.64,4
Oshioki: Gakuen Reijou Kousei Keikaku,Hentai,3.0,6.3,4
Senki Zesshou Symphogear,"Action, Sci-Fi",13.0,7.03,4
009 Re:Cyborg,"Action, Adventure, Sci-Fi",1.0,6.44,4
Sword Art Online,"Action, Adventure, Fantasy, Romance",25.0,7.2,4
Accel World,"Action, Romance, Sci-Fi",24.0,7.23,4
Medaka Box,"Action, Comedy, Ecchi",12.0,7.02,4
Sekai de Ichiban Tsuyoku Naritai!,"Sports, Ecchi",12.0,5.76,4
Justeen,"Action, Sci-Fi",1.0,5.54,4
Gokujo.: Gokurakuin Joshikou Ryou Monogatari,"Comedy, Girls Love, Ecchi",12.0,6.15,4
Kuroko no Basket,Sports,25.0,8.06,3
To Heart 2: Dungeon Travelers,"Adventure, Comedy, Fantasy, Ecchi",2.0,6.22,4
Lupin III: Chi no Kokuin - Eien no Mermaid,"Action, Adventure, Comedy",1.0,7.22,4
Dog Days',"Action, Adventure, Fantasy",13.0,7.0,4
Haiyore! Nyaruko-san,"Comedy, Sci-Fi",12.0,6.99,4
Toriko: Barbarian Ivy wo Hokaku Seyo!,"Action, Adventure, Comedy, Gourmet",1.0,6.58,4
Wish Me Mell,Fantasy,3.0,5.34,4
Sore Ike! Anpanman: Ruby no Negai,Comedy,1.0,6.08,4
"Tamayura: Hitotose - Attakai Kaze no Omoide, nanode","Comedy, Drama, Slice of Life",1.0,7.4,3
Forsaken,UNKNOWN,1.0,5.59,4
Midori no Neko,Mystery,1.0,5.35,4
School,Hentai,2.0,6.72,4
gdgd Fairies,Comedy,12.0,6.77,4
Shijou Saikyou no Deshi Kenichi OVA,"Action, Comedy",11.0,7.88,4
Ijou Chitai: Jikken Dorei,Hentai,2.0,5.76,4
Enshou Nihon Mukashibanashi,"Comedy, Hentai",1.0,4.8,4
Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru,"Action, Fantasy, Hentai",6.0,7.34,4
Manga Mitokoumon,UNKNOWN,46.0,6.74,4
Qin Shi Mingyue: Zhu Zi Bai Jia,"Action, Fantasy",34.0,6.82,4
Zetman,"Action, Drama, Horror, Romance, Sci-Fi, Supernatural",13.0,6.84,4
Qin Shi Mingyue: Ye Jin Tianming,"Action, Fantasy",18.0,6.5,4
Danshi Koukousei no Nichijou,Comedy,12.0,8.24,4
Pokemon: Pikachu no Summer Bridge Story,"Adventure, Comedy, Fantasy",1.0,6.16,4
Houkago Nyannyan,Hentai,1.0,5.98,4
Queen's Blade: Rebellion,"Action, Adventure, Fantasy, Ecchi",12.0,6.25,4
Cipher,Drama,1.0,4.47,4
Bloody Night,"Horror, Supernatural, Suspense",1.0,3.86,4
Oraa Guzura Dado (1987),Comedy,44.0,6.19,4
Oni Chichi: Re-born,Hentai,2.0,7.25,4
Nendo no Tatakai 2,"Action, Comedy",1.0,3.19,4
Kokoro Connect,"Drama, Romance, Supernatural",13.0,7.75,3
The iDOLM@STER: 765 Pro to Iu Monogatari,"Comedy, Drama",1.0,7.45,4
Nendo no Tatakai,"Action, Comedy",1.0,3.25,4
Pretty Rhythm: Aurora Dream - Prism Shougekijou,Comedy,51.0,6.78,4
Within the Bloody Woods,Horror,2.0,3.36,4
Major: World Series,Sports,2.0,8.29,3
Zoku Attacker You! Kin Medal e no Michi,"Romance, Sports",52.0,6.11,4
Oda Nobuna no Yabou,"Action, Comedy, Romance",12.0,7.38,4
Moeru! Oniisan (OVA),Comedy,2.0,5.91,4
Love Bitch: Yasashii Onna,Hentai,1.0,6.18,4
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,"Drama, Suspense",1.0,8.21,4
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,"Drama, Suspense",1.0,8.37,4
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,"Award Winning, Drama, Mystery, Suspense",1.0,8.47,3
Guilstein,"Action, Horror, Sci-Fi",1.0,5.2,4
Tsundere Inran Shoujo Sukumi,Hentai,2.0,6.5,4
One Piece 3D: Gekisou! Trap Coaster,"Action, Adventure, Fantasy",1.0,6.82,4
What's Michael?,Comedy,1.0,5.6,4
Tiger & Bunny Movie 1: The Beginning,"Action, Comedy, Mystery",1.0,7.36,3
Tiger & Bunny Movie 2: The Rising,"Action, Comedy, Mystery",1.0,7.71,3
Poyopoyo Kansatsu Nikki,"Comedy, Slice of Life",52.0,7.64,4
Anne no Nikki: Anne Frank Monogatari,Drama,1.0,6.07,4
Uchuu Senkan Yamato 2199,"Action, Drama, Sci-Fi",26.0,8.33,3
Kingdom,Action,38.0,7.93,4
Dwaeji-ui Wang,"Drama, Suspense",1.0,6.61,4
What's Michael? 2,Comedy,1.0,5.77,4
What's Michael? (TV),Comedy,45.0,5.93,4
Fairy Tail Movie 1: Houou no Miko,"Action, Adventure, Fantasy",1.0,7.37,4
Mardock Scramble: The Third Exhaust,"Action, Sci-Fi",1.0,7.4,4
Brandish,"Supernatural, Hentai",2.0,6.65,4
My Imouto: Koakuma na A-Cup,Hentai,2.0,6.6,4
Otome Dori,Hentai,2.0,5.5,4
Injuu Seisen XX,"Action, Supernatural, Hentai",4.0,5.38,4
Queen's Blade OVA Specials,"Action, Adventure, Fantasy, Ecchi",2.0,6.05,4
Rurouni Kenshin Special,"Action, Romance",1.0,7.31,4
Hajime no Ippo: Boxer no Kobushi,Sports,1.0,8.09,3
Black★Rock Shooter,Action,1.0,7.04,4
Mahou Shoujo Lyrical Nanoha: Lyrical Toy Box,UNKNOWN,1.0,5.74,4
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,"Action, Adventure, Drama, Fantasy, Horror",1.0,7.87,3
Berserk: Ougon Jidai-hen III - Kourin,"Action, Adventure, Drama, Fantasy, Horror",1.0,8.2,3
Detective Conan Movie 16: The Eleventh Striker,"Adventure, Comedy, Mystery, Sports",1.0,7.71,4
Natsu-iro Kiseki,"Slice of Life, Supernatural",12.0,7.02,4
Towa no Kizuna,UNKNOWN,1.0,6.05,4
Yurumates 3D,"Comedy, Slice of Life",13.0,6.3,4
30-sai no Hoken Taiiku Specials,"Romance, Ecchi",3.0,6.1,4
Sekaikei Sekai Ron,Sci-Fi,1.0,5.66,4
Ra/Radio Noise*Planet,"Adventure, Sci-Fi",1.0,5.67,4
Robotica*Robotics,"Boys Love, Sci-Fi, Slice of Life",1.0,6.78,4
Wanpaku Tanteidan,"Action, Mystery",35.0,6.25,4
Kaze no Matasaburou,"Fantasy, Slice of Life",1.0,5.65,4
Swing Out Sisters,Hentai,1.0,7.23,4
Backkom,Comedy,52.0,5.82,4
AKB0048,Sci-Fi,13.0,7.36,4
Busou Chuugakusei: Basket Army,Action,5.0,5.64,4
Ginga Tetsudou 999: Hoshizora wa Time Machine,"Drama, Sci-Fi",1.0,6.2,4
Niji no Kanata e! Shoujo Diana Monogatari,UNKNOWN,1.0,5.2,4
Koi to Senkyo to Chocolate,"Drama, Romance",12.0,6.99,4
Carnival Phantasm EX Season,"Comedy, Supernatural",1.0,7.46,4
Hyouka,"Mystery, Slice of Life",22.0,8.08,3
Smile Precure!,"Action, Fantasy",48.0,6.79,4
Precure All Stars Movie New Stage: Mirai no Tomodachi,Fantasy,1.0,7.15,4
s.CRY.ed Alteration II: Quan,"Action, Adventure, Sci-Fi",1.0,6.76,4
Galaxy Angel S,"Comedy, Sci-Fi",1.0,6.82,4
Dragon Ball: Episode of Bardock,"Action, Adventure, Comedy, Fantasy, Sci-Fi",1.0,7.2,4
Koi-ken!: Watashitachi Anime ni Nacchatta!,Ecchi,12.0,5.67,4
Game Center Arashi,Comedy,26.0,5.91,4
Mikeneko Holmes no Yuurei Joushu,"Comedy, Drama, Mystery",1.0,5.72,4
Takara-sagashi,"Adventure, Fantasy",1.0,6.09,4
Kinnikuman II Sei: Muscle Ninjin Soudatsu sen! Choujin Daisensou,"Action, Comedy, Drama, Romance",1.0,6.55,4
Rinne no Lagrange Season 2,"Action, Comedy, Sci-Fi",12.0,6.97,4
Acchi Kocchi,"Comedy, Romance, Slice of Life",12.0,7.48,4
Campione! Matsurowanu Kamigami to Kamigoroshi no Maou,"Comedy, Fantasy, Romance, Ecchi",13.0,6.93,4
Tobacco to Hai,Adventure,1.0,5.32,4
Upotte!!,"Action, Comedy, Ecchi",10.0,6.45,4
Thermae Romae,Comedy,3.0,6.94,4
Soukou Kihei Votoms Recaps,"Action, Drama, Sci-Fi",4.0,5.98,3
Trip Trek,"Adventure, Comedy, Fantasy",4.0,4.51,4
Dirty Pair Flash 2,"Action, Adventure, Comedy, Sci-Fi, Ecchi",5.0,6.55,4
Dirty Pair Flash 3,"Action, Adventure, Comedy, Sci-Fi, Ecchi",5.0,6.46,4
eX-Driver the Movie Specials,Comedy,3.0,6.13,4
Ookami Kodomo no Ame to Yuki,"Award Winning, Fantasy, Slice of Life",1.0,8.58,3
Pecola,UNKNOWN,26.0,5.65,4
Track City,Action,26.0,5.93,4
Bakuman. 3rd Season,"Comedy, Drama, Romance",25.0,8.53,3
Shining Hearts: Shiawase no Pan,"Action, Fantasy, Gourmet",12.0,6.13,4
Bosco no Mori no Nakama-tachi,"Adventure, Fantasy",1.0,5.77,4
Star☆Jewel,"Girls Love, Hentai",1.0,6.39,4
Maki-chan to Now.,Hentai,4.0,7.36,4
Oyako Club,"Comedy, Slice of Life",1818.0,5.46,4
Original Video Romance Animation,"Comedy, Hentai",2.0,4.7,4
Touyama Sakura Uchuu Chou: Yatsu no Na wa Gold,"Action, Sci-Fi",1.0,5.3,4
The Gakuen Choujo-tai,Action,1.0,5.66,4
Yuru Yuri♪♪,"Comedy, Girls Love",12.0,7.82,4
Inga Nikki,UNKNOWN,10.0,6.06,4
Jormungand,"Action, Adventure",12.0,7.8,4
Guilty Crown: Kiseki - Reassortment,"Action, Sci-Fi",1.0,7.1,4
Last Exile: Ginyoku no Fam - Adjournment,"Action, Adventure, Sci-Fi",2.0,6.44,4
Uchuu Kyoudai,"Comedy, Sci-Fi",99.0,8.5,4
Kyokugen Dasshutsu Adv: Zennin Shibou desu Prologue,Mystery,1.0,6.04,4
Yuri Seijin Naoko-san (2012),"Comedy, Girls Love",1.0,6.41,4
"Soukou Kihei Votoms Vol.I: Stories of the ""A.T.Votoms""","Action, Drama, Sci-Fi",1.0,6.22,3
"Soukou Kihei Votoms Vol.II: Highlights from the ""A.T.Votoms""","Action, Drama, Sci-Fi",1.0,6.01,3
Tasogare Otome x Amnesia,"Horror, Mystery, Romance, Supernatural",12.0,7.83,3
Ben-To Picture Drama,Comedy,6.0,6.09,4
Maken-Ki! Specials,"Sports, Ecchi",6.0,6.17,4
Gattai Robot Atranger,UNKNOWN,1.0,5.5,4
Yuu☆Yuu☆Hakusho: Mu Mu Hakusho - Nightmare Hakusho,Comedy,4.0,6.52,4
Hiiro no Kakera,"Fantasy, Romance",13.0,6.71,4
Nazo no Kanojo X,Romance,13.0,7.24,4
Eureka Seven AO,"Action, Adventure, Drama, Sci-Fi",24.0,6.65,4
Sakasama no Patema,"Adventure, Award Winning, Sci-Fi",1.0,7.96,3
Gregory Horror Show: The Second Guest,"Comedy, Horror, Mystery, Supernatural",25.0,6.56,4
Gregory Horror Show: The Last Train,"Comedy, Horror, Mystery, Supernatural",26.0,6.18,4
Gregory Horror Show: The Bloody Karte,"Comedy, Horror, Mystery, Supernatural",12.0,5.76,4
Kyoukaisenjou no Horizon II,"Action, Fantasy, Sci-Fi",13.0,7.49,4
Garakuta-doori no Stain: Epilogue,Comedy,1.0,6.05,4
Crayon Shin-chan Movie 20: Arashi wo Yobu! Ora to Uchuu no Princess,Comedy,1.0,6.73,4
Ai Mai! Moe Can Change!,"Comedy, Sci-Fi",1.0,5.48,4
Mirai Nikki (TV): Ura Mirai Nikki,"Comedy, Supernatural",10.0,6.47,4
C³: Rinkan Gakkou Confusion!,"Action, Comedy, Supernatural, Ecchi",1.0,6.71,4
Tentoumushi no Otomurai,Avant Garde,1.0,5.12,4
Sakamichi no Apollon,"Drama, Romance",12.0,8.31,4
"Dakara Boku wa, H ga Dekinai.","Comedy, Romance, Supernatural, Ecchi",12.0,6.55,4
Jisshuusei,Hentai,1.0,4.84,4
Benkei tai Ushiwaka,"Action, Comedy",1.0,5.2,4
Punky Funky Baby,Hentai,1.0,4.41,4
Fate/Prototype,"Action, Fantasy, Romance, Supernatural",1.0,6.64,4
Himitsu no Akko-chan (Movie),UNKNOWN,1.0,5.97,4
Itsuka Tenma no Kuro Usagi Picture Drama,"Comedy, Romance, Supernatural, Ecchi",6.0,6.1,4
Asa made Jugyou Chu!,"Comedy, Romance, Ecchi",1.0,6.05,1
Inazuma Eleven Go Specials,Sports,2.0,6.73,3
3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!,Adventure,1.0,5.96,4
Ojamajo Doremi OVA,Comedy,3.0,6.63,4
Ijime: Ikenie no Kyoushitsu,Drama,1.0,5.03,4
Tora-chan to Hanayome,Drama,1.0,5.52,4
Sengoku Collection,Fantasy,26.0,6.42,4
Egomama,UNKNOWN,1.0,6.92,4
"Mogyutto ""Love"" de Sekkinchuu!",UNKNOWN,1.0,7.2,4
Danball Senki W,Action,58.0,7.02,4
Tongari Boushi no Memole: Marielle no Housekibako,Fantasy,1.0,6.19,4
Nisoku Hokou,UNKNOWN,1.0,6.51,4
Light Lag,UNKNOWN,1.0,6.31,4
Patalliro! Stardust Keikaku,"Adventure, Boys Love, Comedy, Romance",1.0,6.47,4
"Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal",Comedy,1.0,6.38,4
Amagami SS+ Plus: Extra Episode+ Plus,Romance,6.0,7.2,4
Pokemon Movie 15: Kyurem vs. Seikenshi,"Action, Adventure, Comedy, Drama, Fantasy",1.0,6.45,4
Papa no Iukoto wo Kikinasai!: Pokkapoka,"Comedy, Romance",1.0,7.17,4
Ozma,"Action, Adventure, Sci-Fi",6.0,6.09,4
Joshiraku,Comedy,13.0,7.45,4
Yumeyume,UNKNOWN,1.0,6.15,4
Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland,"Comedy, Fantasy",1.0,6.45,4
Kiss Dum R: Meguriahi,Sci-Fi,1.0,6.06,4
Tight-rope,"Boys Love, Romance",2.0,6.99,3
Tales of Gekijou,Comedy,5.0,6.5,4
Tales of Symphonia The Animation: Sekai Tougou-hen Specials,Comedy,3.0,7.01,4
Uta no☆Prince-sama♪ Maji Love 2000%,"Comedy, Romance",13.0,7.18,4
The Hakkenden: Shin Shou,"Action, Adventure",7.0,6.37,4
Initial D: Project D to the Next Stage - Project D e Mukete,"Action, Drama",1.0,7.55,4
Thermae Romae Specials,Comedy,2.0,6.75,4
High School DxD OVA,"Comedy, Romance, Ecchi",2.0,7.27,1
Bari Bari Densetsu (1987),"Action, Drama",1.0,6.56,4
Phi Brain: Kami no Puzzle - Orpheus Order-hen,"Action, Mystery",25.0,7.26,4
Mahoutsukai Jiji,Fantasy,1.0,5.93,4
0-sen Hayato,UNKNOWN,38.0,5.8,4
Yuusei Kamen,Sci-Fi,39.0,5.69,4
Yumemakura Baku Twilight Gekijou,Horror,4.0,5.61,4
Sora no Otoshimono Final: Eternal My Master,"Comedy, Fantasy, Sci-Fi, Ecchi",1.0,6.73,4
Yasashii Lion,"Award Winning, Fantasy",1.0,5.37,4
Yajikita Gakuen Douchuuki,Adventure,2.0,5.51,4
Chinkoroheibei Tamatebako,"Comedy, Fantasy",1.0,5.08,4
Wonder-kun no Hatsu Yume Uchuu Ryokou,Adventure,1.0,5.42,4
Shirokuma Cafe,"Comedy, Slice of Life",50.0,7.9,4
Shakugan no Shana-tan III (Final): Final Destruction,Comedy,2.0,7.01,4
Ultraman USA,"Action, Adventure, Sci-Fi",1.0,5.46,4
Star Driver the Movie,"Action, Romance, Sci-Fi",1.0,6.62,4
One Piece Film: Z,"Action, Adventure, Fantasy",1.0,8.14,4
Pretty Rhythm: Dear My Future,Sports,51.0,6.67,3
Ai wa KAT-TUN,Comedy,5.0,5.09,4
Tsuki no Sango,Drama,1.0,6.15,4
Ginga e Kickoff!!,Sports,39.0,7.2,3
Bokura no: Tsuisou,"Drama, Sci-Fi",1.0,6.04,4
Dantalian no Shoka: Ibarahime,"Action, Mystery",1.0,7.15,4
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary OVA,"Comedy, Drama, Romance, Sci-Fi",4.0,5.54,4
Tsuritama,"Comedy, Sci-Fi, Slice of Life",12.0,7.66,4
Dynamic Super Robots Soushingekki,"Action, Sci-Fi",3.0,6.43,4
Danshi Koukousei no Nichijou Specials,Comedy,6.0,7.83,4
TWD Express Rolling Takeoff,"Adventure, Sci-Fi",1.0,5.43,4
Tsuki ga Noboru made ni,Drama,1.0,6.24,4
Sekiei Ayakashi Mangatan,"Fantasy, Supernatural",3.0,5.69,4
Madang-eul Naon Amtalg,"Adventure, Drama, Fantasy",1.0,7.32,4
Yoru no Hi,Avant Garde,1.0,4.64,4
Morita-san wa Mukuchi. Specials,"Comedy, Slice of Life",2.0,6.4,4
Saint Seiya Omega,"Action, Adventure, Fantasy, Sci-Fi",97.0,6.26,4
Utakata Hanabi,UNKNOWN,1.0,6.41,4
AWOL,"Action, Sci-Fi",12.0,5.32,4
Cele Kano,Hentai,2.0,6.31,4
